voyageid,adpsale1,adpsale2,adult1,adult2,adult3,adult4,adult5,adult6,arrport,arrport2,boy1,boy2,boy3,boy4,boy5,boy6,captaina,captainb,captainc,child1,child2,child3,child4,child5,child6,constreg,crew,crew1,crew2,crew3,crew4,crew5,crewdied,datedepa,datedepb,datedepc,d1slatra,d1slatrb,d1slatrc,dlslatra,dlslatrb,dlslatrc,ddepam,ddepamb,ddepamc,datarr32,datarr33,datarr34,datarr36,datarr37,datarr38,datarr39,datarr40,datarr41,datarr43,datarr44,datarr45,embport,embport2,embreg,embreg2,fate,female1,female2,female3,female4,female5,female6,girl1,girl2,girl3,girl4,girl5,girl6,guns,infant1,infant3,infant4,jamcaspr,majbuypt,majselpt,male1,male2,male3,male4,male5,male6,men1,men2,men3,men4,men5,men6,national,ncar13,ncar15,ncar17,ndesert,npafttra,nppretra,npprior,ownera,ownerb,ownerc,ownerd,ownere,ownerf,ownerg,ownerh,owneri,ownerj,ownerk,ownerl,ownerm,ownern,ownero,ownerp,plac1tra,plac2tra,plac3tra,placcons,placreg,portdep,portret,regarr,regarr2,regdis1,regdis2,regdis3,regem1,regem2,regem3,regisreg,resistance,retrnreg,retrnreg1,rig,saild1,saild2,saild3,saild4,saild5,shipname,sla1port,slaarriv,sladafri,sladamer,sladvoy,slas32,slas36,slas39,slavema1,slavema3,slavemx1,slavemx3,slavmax1,slavmax3,slavmax7,slinten2,slintend,sourcea,sourceb,sourcec,sourced,sourcee,sourcef,sourceg,sourceh,sourcei,sourcej,sourcek,sourcel,sourcem,sourcen,sourceo,sourcep,sourceq,sourcer,tonnage,tontype,tslavesd,tslavesp,voyage,women1,women2,women3,women4,women5,women6,xmimpflag,yearaf,yearam,yeardep,yrcons,yrreg,natinimp,year5,year10,year25,year100,tonmod,fate2,fate3,fate4,ncartot,pctemb,mjbyptimp,slastot,pctdis,mjslptimp,ptdepimp,deptregimp,majbyimp,mjselimp,deptregimp1,majbyimp1,mjselimp1,slaximp,slamimp,vymrtimp,tslmtimp,vymrtrat,adlt1imp,chil1imp,male1imp,feml1imp,chilrat1,malrat1,menrat1,womrat1,boyrat1,girlrat1,adlt3imp,chil3imp,male3imp,feml3imp,chilrat3,malrat3,menrat3,womrat3,boyrat3,girlrat3,slavema7,slavemx7,men7,women7,boy7,girl7,adult7,child7,male7,female7,menrat7,womrat7,boyrat7,girlrat7,malrat7,chilrat7,adlt2imp,chil2imp,male2imp,feml2imp
1458, , , , , , , , , , , , , , , , ,"Urquijo, D", , , , , , , , , , , , , , , , ,25,1,1835, , , , , , , , , ,14,2,1836, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,31399, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31312, , , ,31300, , , , , , , , , ,1, , , , , ,Ramoncito,31399, , , , , , , , , , , , , , , , ,"PP,1845,XLIX:593-633", , , , , , , , , , , , , , , , , , , , , , , , , , , , ,20,1835,1836,1835, , ,3,68,34,14,1800, ,1,14,1, , , , , ,31399,31312,31300, ,31300,30000, ,30000,491,444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1466, , , , , , , , , , , , , , , , ,Reyes, , , , , , , , , , , , , , , , ,19,1,1835, , , , , , , , , ,28,3,1836, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,31399, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31312, , , ,31300, , , , , , , , , ,5, , , , , ,Urraca,31399, , , , , , , , , , , , , , , , ,"PP,1845,XLIX:593-633","FO84/217,Kennedy,37.08.26","FO84/319,Tolmé,40.08.29,enc", , , , , , , , , , , , , , , ,104,3, , , , , , , , , ,38,1835,1836,1835, , ,3,68,34,14,1800,160.44,1,14,1, , , , , ,31399,31312,31300, ,31300,30000, ,30000,375,336, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1563, , , , , , , , , , , , , , , , ,Acosta, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8,6,1837, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,31399, , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31300, , , , , , , , , ,1, , , , , ,Diligente,31399, , , , , , , , , , , , , , , , ,"PP,1845,XLIX:593-633","IUP,ST,15/A/67","FO84/197,Schenley,Madden,36.11.30", , , , , , , , , , , , , , , , , , , , , , , , , , ,20,1837,1837,1837, , ,6,68,34,14,1800, ,1,14,1, , , , , ,31399, , , ,31300, , ,30000,491,444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1624, , , , , , , , ,31312, , , , , , , ,"Lloret, Antonio", , , , , , , , , , ,14, , , , , , , , , , , , , , , , , ,14,10,1837, , , , , , , , , ,60717, ,60700, ,123, , , , , , , , , , , , , , , , , ,60715,31399, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,60715, , , , , , ,31300, ,31300, , ,60700, , , , , , ,2, , , , , ,Vencedora,31399,26, , , , , , , , , , , , , , , ,"PP,1845,XLIX:593-633","FO84/217,Schenley,Kennedy,37.11.22","IUP,ST,15/A/65","Dorsey,136-46", , , , , , , , , , , , , , ,58,3, , , , , , , , , ,25,1837,1837,1837, , ,3,68,34,14,1800,120.88,1,3,3, , ,60715, , ,31399, , ,60700,31300, ,60000,30000,29,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1674, , , , , , , , ,31299, , , , , , , ,"Ferreira, José", , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25,2,1838, , , , , , , , , ,60217, ,60200, ,1, , , , , , , , , , , , , , , , , , ,37020, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31200, ,37000, , , , , , , , , ,2, , , , , ,Con La Boca,37020, , , , , , , , , , , , , , , , ,"PP,1845,XLIX:593-633","FO84/274,Kennedy,39.09.30","IUP,ST,17/C/105","Dorsey,136-46", , , , , , , , , , , , , , ,115,3, , , , , , , , , ,25,1838,1838,1838, , ,3,68,34,14,1800,169.9,1,14,1, , ,60217, , ,37020, , ,60200,37000, ,60000,30000,311,279, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1762, , , , , , , , , , , , , , , , , , , , , , , , , , , ,18, , , , , ,21,12,1837, , , , , , , , , ,27,7,1838, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,60822,50204, , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , ,60822, , , , ,50422, , , ,50200, , ,60800, , , , , , ,9, , , , , ,Comodoro,50204,385, , , , , , , , , , , , , , , ,"PP,1845,XLIX:593-633","IUP,ST,16/A/197",FO84/252-254, , , , , , , , , , , , , , , ,210,1, , , , , , , , , ,47,1837,1838,1837, , ,6,68,34,14,1800,210,1,14,1, , ,60822, , ,50204,50422,50400,60800,50200,50000,60000,50000,430,385, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1943, , , , , , , , , , , , , , , , ,Moreno, , , , , , , , , , , , , , , , ,17,6,1839, , , , , , , , , ,22,1,1840, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,60820,31399, , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , ,60820, , , , ,31312, , , ,31300, , ,60800, , , , , , ,1, , , , , ,Vênus (a) Duquesa de Bragança,31399,720, , , , , , , , , , , , , , , ,"PP,1845,XLIX:593-633","IUP,ST,21/A/172,173","IUP,ST,23/A/122", , , , , , , , , , , , , , , ,204,1, , ,59, , , , , , ,20,1839,1840,1839, , ,6,68,34,14,1800,204,1,14,1, , ,60820, , ,31399,31312,31300,60800,31300,30000,60000,30000,795,720, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2027, , , , , , , , , , , , , , , , ,Brown, , , , , , , , , , , , , , , , , ,1,1840, ,3,1840, , , , , , ,24,6,1840, , , , , , , , , , , , , ,49, , , , , , , , , , , , , , , , , ,60208,31399, , , , , , , , , , , , ,9, , , , , , , , , , , , , , , , , , , , , , , ,60208, , , , ,31312, , , ,31300, , ,60200, , , , , , ,4, , , , , ,Crawford,31399, , , , , , , , , , , , , , , , ,"PP,1845,XLIX:593-633","IUP,ST,21/A/173","Jones,Conneau,96-7", , , , , , , , , , , , , , , , , , , ,34, , , , , , ,149,1840,1840,1840, , ,9,68,34,14,1800, ,1,14,1, , ,60208, , ,31399,31312,31300,60200,31300,30000,60000,30000,1162,1003, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2068, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23,11,1840, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,31315, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31300, , , , , , , , , ,2, , , , , , ,31315,230, , , , , , , , , , , , , , , ,"PP,1845,XLIX:593-633","IUP,ST,21/A/173", , , , , , , , , , , , , , , , , , , , , , , , , , , ,25,1840,1840,1840, , , ,68,34,14,1800, ,1,14,1, , , , , ,31315, , , ,31300, , ,30000,256,230, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2160, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,1842, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,31316, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31300, , , , , , , , , , , , , , , , ,31316,300, , , , , , , , , , , , , , , ,"PP,1845,XLIX:593-633", , , , , , , , , , , , , , , , , , , , , , , , , , , , ,135,1842,1842,1842, , , ,69,35,14,1800, ,1,14,1, , , , , ,31316, , , ,31300, , ,30000,339,300, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2227, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,1843, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,31316, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31300, , , , , , , , , ,15, , , , , , ,31316,320, , , , , , , , , , , , , , , ,"PP,1845,XLIX:593-633", , , , , , , , , , , , , , , , , , , , , , , , , , , , ,56,1843,1843,1843, , , ,69,35,14,1800, ,1,14,1, , , , , ,31316, , , ,31300, , ,30000,338,320, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2328, , ,0, ,0,0,0,0,50399, ,8, ,2,0,0,0,"Silveira, Manoel José da", , ,0, ,0,0,0,0, , ,26, , , , , ,16,12,1820, , , ,24,3,1821, , , ,17,5,1821, , , , , , , , , ,60711,60725,60700,60700,120, , , , , , ,26, ,1,0,0,0,6,0,0,0, ,60605,60207, , , , , , ,29, ,35,0,0,0,4, , , , , , , ,"Santos, Manoel Luís dos", , , , , , , , , , , , , , , ,60605, , , , ,50399, ,50300, ,60200, , ,60600, , , , , , ,4, , , , , ,D Eugênia,60207,78, , ,5, , , ,78,76,78,76,78,76,76, , ,"PP,1830,X:122","FO84/10,Gregory,Fitzgerald,21.06.05","IUP,ST,11/A/7","Meyer-Heiselberg,13","APEJE, R.P.2.2.4., p. 121", , , , , , , , , , , , , ,154,1,83, , ,15, ,38,0,0,0,35,1821,1821,1820, , ,6,65,33,13,1800,154,3,3,3, , ,60605, , ,60207,50399,50300,60600,60200,50000,60000,60000,83,78,5,83,.0602409638554217,44,34,37,41,.435897435897436,.474358974358974,.371794871794872,.192307692307692,.102564102564103,.333333333333333,73,3,37,39,.0394736842105263,.486842105263158,.460526315789474,.5,.0263157894736842,.0131578947368421,76,76,35,38,2,1,73,3,37,39,.460526315789474,.5,.0263157894736842,.0131578947368421,.486842105263158,.0394736842105263, , , , 
2347, , , , ,0, , ,0,31323, , , ,40, , ,0,"Sierra, Manoel", , , , ,0, , ,0, , ,28, , , , , ,18,6,1825, , , ,11,10,1825, , , ,25,11,1825, , , , , , , , , , , , , ,120, , , , , , , , ,18, , ,0, , ,0, , ,60609,60207, , , , , , , , ,56, , ,0,1, , , , , , , , , , , , , , , , , , , , , , , ,60609, , , , ,31323, ,31300, ,60200, , ,60600, , , , , , ,2, , , , , ,Ana,60207,136, , ,35, , , , ,136, ,136, ,136,136, , ,"PP,1830,X:126","IUP,ST,11/A1/31-32","Meyer-Heiselberg,21", , , , , , , , , , , , , , , ,80,3,106, , , , ,22, , ,0,24,1825,1825,1825, , ,3,65,33,13,1800,139.8,3,3,3, , ,60609, , ,60207,31323,31300,60600,60200,30000,60000,60000,106,136,35,106,.330188679245283, , , , , , , , , , ,78,58,96,40,.426470588235294,.705882352941177,.411764705882353,.161764705882353,.294117647058824,.132352941176471,136,136,56,22,40,18,78,58,96,40,.411764705882353,.161764705882353,.294117647058824,.132352941176471,.705882352941177,.426470588235294, , , , 
2373, , , , , , , , ,31312, , , , , , , ,"Cordell, Baltazar", , , , , , , , , , , , , , , , , , ,1826, , , , , , , , , ,3,7,1826, , , , , , , , , ,60673, ,60600, ,49, , , , , , , , , , , , , , , , , , ,31312, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10104, ,31300, ,31300, , , , , , , , , ,51, , , , , ,Maria Isabel,31312, , , , , , , , , , , , , , , , ,"FO84/60,Brackenbury,26.02.27","AHNM, Ultramar, Leg. 3547, 2","AHNM, Estado, leg. 8027, 3", , , , , , , , , , , , , , , , , , , , , , , , , , ,91,1826,1826,1826, , ,3,66,33,14,1800, ,1,14,1, , ,60673, , ,31312,10104,10100,60600,31300,10000,60000,30000,282,268, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2394, , , , ,0, , ,0,31399, , , ,48, , ,0,"Rodriguez, José", , , , ,0, , ,0, , , , , , , , ,7,3,1829, , , ,13,8,1829, , , ,9,9,1829, , , , , , , , , , , , , ,120, , , , , , , , ,19, , ,0, , ,0, , ,60605,60207, , , , , , , , ,125, , ,0,1, , , , , , , , , , , , , , , , , , , , , , , ,60605, , , , ,31312, ,31300, ,60200, , ,60600, , , , , , ,2, , , , , ,Clarita,60207,201, , ,60, , , , ,201, ,201, ,201,201, , ,"PP,1830,X:126","FO84/90,Ricketts,Smith,29.09,21","Meyer-Heiselberg,30", , , , , , , , , , , , , , , , , ,261, , , , ,9, , ,0,25,1829,1829,1829, , ,3,66,33,14,1800, ,3,3,3, , ,60605, , ,60207,31312,31300,60600,60200,30000,60000,60000,261,201,60,261,.229885057471264, , , , , , , , , , ,134,67,173,28,.333333333333333,.860696517412935,.621890547263682,.0447761194029851,.238805970149254,.0945273631840796,201,201,125,9,48,19,134,67,173,28,.621890547263682,.0447761194029851,.238805970149254,.0945273631840796,.860696517412935,.333333333333333, , , , 
2440, , , , ,0, , ,0,31312, , , ,138, , ,0,"Pinto, Juan", , , , ,0, , ,0, , ,22, , , , , , , , , , , ,16,2,1834, , , ,13,3,1834, , , , , , , , , , , , , ,120, , , , , , , , ,8, , ,0, , ,0, , ,60517,60207, , , , , , , , ,155, , ,0,1, , , , , , , , , , , , , , , , , , , , , , , ,60517, , , , ,31312, ,31300, ,60200, , ,60500, , , , , , , , , , , , ,Carolina,60207,323, , ,27, , , , ,323, ,323, ,323,323, , ,"PP,1842,XLIV:10","IUP,ST,14/A1/17-8","IUP,ST,18/B/63", , , , , , , , , , , , , , , ,78,3,350, ,25, , ,22, , ,0,112,1834,1834,1834, , ,3,67,34,14,1800,138.08,3,3,3, , ,60517, , ,60207,31312,31300,60500,60200,30000,60000,60000,350,323,27,350,.0771428571428571, , , , , , , , , , ,177,146,293,30,.452012383900929,.907120743034056,.479876160990712,.0681114551083591,.427244582043344,.0247678018575851,323,323,155,22,138,8,177,146,293,30,.479876160990712,.0681114551083591,.427244582043344,.0247678018575851,.907120743034056,.452012383900929, , , , 
2461, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,1835, , , , , , , , , , , , , , , , , , , ,59, , , , , , , , , , , , , , , , , ,60213, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,60213, , , , ,31312, , , , , , ,60200, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,"FO84/166,Cole,Macleay,35.01.05", , , , , , , , , , , , , , , , , , , ,350, , , , , , , , ,106,1835,1835,1835, , ,3,67,34,14,1800, ,5,14,2, , ,60213, , , ,31312,31300,60200, ,30000,60000, ,350,316, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2644, , , , , , , , , , , , , , , , , , , , , , , , , ,21000, , , , , , , ,3,6,1839, , , , ,8,1839, , , , , , , , , , , , , , , ,60316, ,60300, ,141, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4, , , , , , , , , , , , , , , , , , , , , , , , , , ,21002, ,31312, , , , , , , , , , , , , , , , , , , ,Wyoming, , , , , , , , , , , , , , , , , ,"Howard,214-62","HouseRep,27-3,283:660-1","PP,1841,XXX,71", , , , , , , , , , , , , , , ,155,5, , , , , , , , , ,121,1839,1839,1839, , ,6,68,34,14,1800,155,2,3,3, , ,60316, , , ,31312,31300,60300, ,30000,60000, ,174,162, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2649, , , , , , , , , , , , , , , , ,"Muniz, Manoel", , , , , , , , , , ,14, , , , , ,20,6,1840, , , ,17,8,1840, , , , , , , , , , , , , , , ,60208, ,60200, ,120, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,31312, , , , , , , , , , , , , , , , , , , ,Sirena, , , , , , , , , , , , , , , , , ,"IUP,ST,6/213,356","IUP,ST,21/A1/167-9", , , , , , , , , , , , , , , , ,78,3, , , , , , , , , ,106,1840,1840,1840, , ,3,68,34,14,1800,138.08,3,3,3, , ,60208, , , ,31312,31300,60200, ,30000,60000, ,209,188, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2796, , , , , , , , , , , , , , , , ,"Jean, Mathias", , , , , , , , , , ,14, , , , , , , , , , , , ,1,1826, , , , , , , , , , , , , , , ,60208, ,60200, ,77, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10, , , , , , , ,"Jean, Mathias*", , , , , , , , , , , , , , , , , , , ,36199,36199, , , , , , , , , ,36100, , , , , , , , , ,Constance, , , , , , , , , , , , , , , , , ,ADM1/1573,"ADM55/11,f.9v", , , , , , , , , , , , , , , , ,57,4, , , , , , , , , ,106,1826,1826,1826, , ,10,66,33,14,1800,57,5,14,1, , ,60208, , , ,36199,36100,60200, ,30000,60000, ,209,188, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2873, , , , , , , , , , , , , , , , ,Touzet, , , , , , , , , , , , , , , , , , ,1827, , , , ,3,1827, , , , , , , , , , , , , , , , , , , ,165, , , , , , , , , , , , , , , , , ,60608, , , , , , , , , , , , , ,10, , , , , ,0, ,Carter, , , , , , , , , , , , , , , ,60608, , , , ,36199, , , , , , ,60600, , , , , , ,2, , , , , ,Deux Frères, , , , , , , , , , , , , , , , , ,Daget, , , , , , , , , , , , , , , , , ,82,4, , , , , , , , , ,25,1827,1827,1827, , ,10,66,33,14,1800,82,5,8,3, , ,60608, , , ,36199,36100,60600, ,30000,60000, ,311,279, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2877, , , , , , , , , , , , , , , , ,Cahon, , , , , , , , , , , , , , , , , , ,1827, , , , ,3,1827, , , , , , , , , , , , , , , , , , , ,165, , , , , , , , , , , , , , , , , ,60915, , , , , , , , , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , ,60915, , , , ,36199, , , , , , ,60900, , , , , , ,5, , , , , ,Amazone, , , , , , , , , , , , , , , , , ,Daget, , , , , , , , , , , , , , , , , ,109,4, , , , , , , , , ,38,1827,1827,1827, , ,10,66,33,14,1800,109,5,8,3, , ,60915, , , ,36199,36100,60900, ,30000,60000, ,375,336, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2882, , , , ,0, , ,0,36299, , , ,26, , ,0,"Vincent, E", , , , ,0, , ,0, , ,24, , , , , ,17,7,1828,22,8,1828,13,11,1828, , , ,15,1,1829, , , , , , , , , , , , , ,120, , , , , , , , ,36, , ,0, , ,0, , ,60699,60207, , , , , , , , ,74, , ,0,10, , , , , , , ,"Desbarbés, André", , , , , , , , , , , , , , , ,60605,60608, , , ,36299, ,36200, ,60200, , ,60600,60600, , , , , ,2, , , ,0,0,Coquette (a) Vénus,60207,185, , , , , , , ,185, ,185, ,185,185, , ,"PP,1830,X:128","FO84/89,Jackson,29.01.27",Daget,"Meyer-Heiselberg,28", , , , , , , , , , , , , , ,90, ,220, , , , ,49, , ,0,25,1828,1829,1828, , ,10,66,33,14,1800,90,3,3,3, , ,60699, , ,60207,36299,36200,60600,60200,30000,60000,60000,220,185,35,220,.159090909090909, , , , , , , , , , ,123,62,100,85,.335135135135135,.540540540540541,.4,.264864864864865,.140540540540541,.194594594594595,185,185,74,49,26,36,123,62,100,85,.4,.264864864864865,.140540540540541,.194594594594595,.540540540540541,.335135135135135, , , , 
3029, , , , ,0, , ,0,50299, , , ,58, , ,0,"Soares, José Fernandes", , , , ,0, , ,0, , , , , , , , , , , , , , ,7,1,1830, , , ,21,2,1830, , , , , , , , , , , , , ,120, , , , , , , , ,25, , ,0, , ,0, , ,60517,60207, , , , , , , , ,90, , ,0,5, , , , , , , ,"Oliveira, Joaquim José de", , , , , , , , , , , , , , , ,60517, , , , ,50299, ,50200, ,60200, , ,60500, , , , , , ,2, , , , , ,NS da Guia,60207,252, , ,58, , , , ,238, ,238, ,238,238, , ,"FO84/102,Findley,Smith,30.07.13","Verger,571","IUP,ST,13/A1/63","Meyer-Heiselberg,32", , , , , , , , , , , , , , , , ,310, ,53, , ,65, , ,0,25,1830,1830,1830, , ,6,66,33,14,1800, ,3,3,3, , ,60517, , ,60207,50299,50200,60500,60200,50000,60000,60000,310,252,58,310,.187096774193548, , , , , , , , , , ,155,83,148,90,.348739495798319,.621848739495798,.378151260504202,.273109243697479,.243697478991597,.105042016806723,238,238,90,65,58,25,155,83,148,90,.378151260504202,.273109243697479,.243697478991597,.105042016806723,.621848739495798,.348739495798319, , , , 
3117, , , , , , , , , , , , , , , , ,"Monteiro, Antônio da Silva", , , , , , , , ,50500, ,11, , , , , , , , , , , ,30,6,1841, , , , , , , , , , , , , , , ,60707, ,60700, ,120, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,50599, , , , , , , , , , , , , , , ,13, , , , , ,D Elísia, , , , , , , , , , , , , , , , , ,"IUP,ST,6/215,357","FO84/437,Adm,41.01.20,enc","IUP,ST,21/A1/160-2","AHNA, Caixa 1602 (Luanda), Avulsos","PP,1842,XLII,161", , , , , , , , , , , , , ,51,13, , , , , , , , , ,55,1841,1841,1841, , , ,69,35,14,1800,51,3,3,3, , ,60707, , , , , ,60700, , ,60000, ,257,241, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3184, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,2,1842, , , , , , , , , , , , , , , ,60724, ,60700, ,102, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , ,"FO84/443,Adm,42.12.03,enc","IUP,ST,6:362", , , , , , , , , , , , , , , , ,363,14, , , , , , , , , ,20,1842,1842,1842, , , ,69,35,14,1800,495.72,2,3,3, , ,60724, , , , , ,60700, , ,60000, ,491,444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3212, , , , , , , , , , , , , , , , , , , , , , , , , , , ,15, , , , , , , , , , , ,1,6,1840, , , , , , , , , , , , , , , ,60734, ,60700, ,102, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8, , , , , ,Coringa, , , , , , , , , , , , , , , , , ,"IUP,ST,6:211,361", , , , , , , , , , , , , , , , , ,119,13, , , , , , , , , ,44,1840,1840,1840, , , ,68,34,14,1800,119,2,3,3, , ,60734, , , , , ,60700, , ,60000, ,403,363, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3296, , , , , , , , , , , , , , , , ,"Fallachande, Sarrachando", , , , , , , , , , , , , , , , , , , , , , ,21,3,1840, , , , , , , , , , , , , , , , , , , ,106, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , ,Yaruga, , , , , , , , , , , , , , , , , ,"IUP,ST,37/A/221","IUP,ST,6:361", , , , , , , , , , , , , , , , ,218,14, , , , , , , , , ,20,1840,1840,1840, , , ,68,34,14,1800,318.82,2,3,3, , , , , , , , , , , , , ,491,444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3326, , , , , , , , , , , , , , , , ,"Santos, José Rodrigues dos", , , , , , , , , , , , , , , , ,26,6,1825, , , , , , , , , ,21,1,1826, , , , , , , , , , , , , ,49, , , , , , , , , , , , , , , , , ,60703,50422, , , , , , , , , , , , , , , , , , , , ,"Pinto, Manoel Guedes", , , , , , , , , , , , , , , ,60703, , , , ,31312, , , ,50400, , ,60700, , , , , , ,51, , , , , ,Amazona,50422,431, , ,0, , , , , , , , , , , , ,"Klein,Rio de Janeiro dataset 2",Florentino,"AHNM, Estado, leg. 8015, 45", , , , , , , , , , , , , , , , , ,431, ,37, , , , , , ,91,1825,1826,1825, , , ,66,33,14,1800, ,1,14,1, , ,60703, , ,50422,31312,31300,60700,50400,30000,60000,50000,431,431,0,431,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
3428, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1844, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , ,60620,50406, , , , , , , , , , , , ,5, , , , , , , ,"Sá, José Bernardino de", , , , , , , , , , , , , , , ,60620, , , , ,50422, , , ,50400, , ,60600, , , , , , ,6, , , , , ,NS da Conceição Feliz,50406,205, , , , , , , , , , , , , , , ,"IUP,ST,29/A/511", , , , , , , , , , , , , , , , , ,80,2, , , , , , , , , ,39,1844,1844,1844, , ,6,69,35,14,1800,80,1,14,1, , ,60620, , ,50406,50422,50400,60600,50400,50000,60000,50000,224,205, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
